HoleID,From_m,To_m,Au_ppm,Lithology,QAQC_Flag
KW024,72,73,0.085,Graphitic Phyllite,OK
KW024,73,74,0.428,Graphitic Phyllite,OK
KW024,74,75,0.262,Graphitic Phyllite,OK
KW024,75,76,0.13,Graphitic Phyllite,OK
KW024,76,77,0.296,Graphitic Phyllite,OK
KW024,77,78,0.077,Graphitic Phyllite,OK
KW024,78,79,0.091,Graphitic Phyllite,OK
KW024,79,80,0.522,Graphitic Phyllite,OK
KW024,80,81,0.552,Graphitic Phyllite,OK
KW024,81,82,1.074,Quartz-Carbonate Vein,OK
KW024,82,83,1.883,Graphitic Phyllite,OK
KW024,83,84,0.667,Graphitic Phyllite,OK
KW024,84,85,0.185,Graphitic Phyllite,OK
KW024,85,86,0.107,Graphitic Phyllite,OK
KW024,86,87,0.05,Graphitic Phyllite,OK
KW024,87,88,0.176,Graphitic Phyllite,OK
KW024,88,89,0.048,Graphitic Phyllite,OK
KW024,89,90,0.144,Graphitic Phyllite,OK
KW024,90,91,0.066,Graphitic Phyllite,OK
KW024,91,92,0.494,Graphitic Phyllite,OK
KW024,92,93,0.259,Graphitic Phyllite,OK
KW024,93,94,0.034,Phyllite,OK
KW024,94,95,0.106,Phyllite,OK
KW024,95,96,0.086,Phyllite,OK
KW024,96,97,0.215,Phyllite,OK
KW024,97,98,0.138,Phyllite,OK
KW024,98,99,0.067,Phyllite,OK
KW024,99,100,0.086,Phyllite,OK
KW024,100,101,0.183,Phyllite,OK
KW024,101,102,0.041,Phyllite,OK
KW024,102,103,0.032,Phyllite,OK
KW024,103,104,0.001,Phyllite,OK
KW024,104,105,0.14,Phyllite,OK
KW024,105,106,0.129,Phyllite,OK
KW024,106,107,0.861,Phyllite,OK
KW024,107,108,0.906,Phyllite,OK
KW024,108,109,1.205,Quartz-Carbonate Vein,OK
KW024,109,110,0.39,Phyllite,OK
KW024,110,111,0.747,Phyllite,OK
KW024,111,112,0.315,Phyllite,OK
KW024,112,113,0.019,Phyllite,OK
KW024,113,114,0.006,Phyllite,OK
KW024,114,115,0.072,Phyllite,OK
KW024,115,116,0.107,Phyllite,OK
KW024,116,117,0.003,Phyllite,OK
KW024,117,118,0.086,Phyllite,OK
KW024,118,119,0.061,Phyllite,OK
KW024,119,120,0.009,Phyllite,OK
KW024,120,121,0.015,Phyllite,OK
KW024,121,122,0.067,Phyllite,OK
KW024,122,123,0.028,Phyllite,OK
KW024,123,124,0.223,Phyllite,OK
KW024,124,125,0.137,Phyllite,OK
KW024,125,126,0.329,Phyllite,OK
KW024,126,127,0.024,Phyllite,OK
KW024,127,128,0.28,Phyllite,OK
KW024,128,129,0.045,Phyllite,OK
KW024,129,130,0.034,Phyllite,OK
KW024,130,131,0.004,Phyllite,OK
KW024,131,132,0.004,Phyllite,OK
KW024,132,133,0.094,Phyllite,OK
KW024,133,134,0.049,Phyllite,OK
KW024,134,135,0.021,Phyllite,OK
KW024,135,136,0.076,Phyllite,OK
KW024,136,137,0.023,Phyllite,OK
KW024,137,138,0.069,Phyllite,OK
KW024,138,139,0.036,Phyllite,OK
KW024,139,140,0.139,Phyllite,OK
KW024,140,141,0.137,Phyllite,OK
KW024,141,142,0.176,Phyllite,OK
KW024,142,143,0.636,Phyllite,OK
KW024,143,144,6.291,Quartz-Carbonate Vein,HIGH_OUTLIER
KW024,144,145,0.556,Phyllite,OK
KW024,145,146,0.376,Phyllite,OK
KW024,146,147,0.007,Phyllite,OK
KW024,147,148,0.05,Phyllite,OK
KW024,148,149,0.053,Phyllite,OK
KW024,149,150,0.147,Phyllite,OK
KW024,150,151,0.02,Phyllite,OK
KW025,0,1,0.038,Saprolite,OK
KW025,1,2,0.132,Saprolite,OK
KW025,2,3,0.139,Saprolite,OK
KW025,3,4,0.039,Saprolite,OK
KW025,4,5,0.049,Saprolite,OK
KW025,5,6,0.029,Saprolite,OK
KW025,6,7,0.216,Saprolite,OK
KW025,7,8,0.01,Saprolite,OK
KW025,8,9,0.217,Saprolite,OK
KW025,9,10,0.092,Saprolite,OK
KW025,10,11,0.061,Saprolite,OK
KW025,11,12,0.003,Saprolite,OK
KW025,12,13,0.052,Saprolite,OK
KW025,13,14,0.042,Saprolite,OK
KW025,14,15,0.014,Saprolite,OK
KW025,15,16,0.085,Saprolite,OK
KW025,16,17,0.284,Saprolite,OK
KW025,17,18,0.066,Saprolite,OK
KW025,18,19,0.1,Saprolite,OK
KW025,19,20,0.006,Saprolite,OK
KW025,20,21,0.043,Saprolite,OK
KW025,21,22,0.01,Saprolite,OK
KW025,22,23,0.076,Saprolite,OK
KW025,23,24,0.223,Saprolite,OK
KW025,24,25,0.087,Greywacke,OK
KW025,25,26,0.006,Greywacke,OK
KW025,26,27,0.035,Greywacke,OK
KW025,27,28,0.064,Greywacke,OK
KW025,28,29,0.041,Greywacke,OK
KW025,29,30,0.143,Greywacke,OK
KW025,30,31,0.135,Greywacke,OK
KW025,31,32,0.076,Greywacke,OK
KW025,32,33,0.037,Greywacke,OK
KW025,33,34,0.024,Phyllite,OK
KW025,34,35,0.009,Phyllite,OK
KW025,35,36,0.035,Phyllite,OK
KW025,36,37,0.512,Phyllite,OK
KW025,37,38,2.695,Phyllite,HIGH_OUTLIER
KW025,38,39,1.26,Quartz-Carbonate Vein,OK
KW025,39,40,0.542,Phyllite,OK
KW025,40,41,0.923,Phyllite,OK
KW025,41,42,0.04,Phyllite,OK
KW025,42,43,0.016,Phyllite,OK
KW025,43,44,0.014,Phyllite,OK
KW025,44,45,0.14,Phyllite,OK
KW025,45,46,0.003,Phyllite,OK
KW025,46,47,0.043,Phyllite,OK
KW025,47,48,0.015,Phyllite,OK
KW025,48,49,0.169,Phyllite,OK
KW025,49,50,0.065,Phyllite,OK
KW025,50,51,0.021,Phyllite,OK
KW025,51,52,0.056,Phyllite,OK
KW025,52,53,0.105,Phyllite,OK
KW025,53,54,0.254,Phyllite,OK
KW025,54,55,0.02,Phyllite,OK
KW025,55,56,0.174,Phyllite,OK
KW025,56,57,0.218,Phyllite,OK
KW025,57,58,0.199,Phyllite,OK
KW025,58,59,0.081,Phyllite,OK
KW025,59,60,0.329,Carbonaceous Shale,OK
KW025,60,61,2.634,Carbonaceous Shale,HIGH_OUTLIER
KW025,61,62,2.939,Quartz-Carbonate Vein,HIGH_OUTLIER
KW025,62,63,2.507,Carbonaceous Shale,HIGH_OUTLIER
KW025,63,64,1.391,Quartz-Carbonate Vein,OK
KW025,64,65,2.856,Carbonaceous Shale,HIGH_OUTLIER
KW025,65,66,1.376,Carbonaceous Shale,OK
KW025,66,67,0.209,Carbonaceous Shale,OK
KW025,67,68,0.173,Carbonaceous Shale,OK
KW025,68,69,0.129,Carbonaceous Shale,OK
KW025,69,70,0.308,Carbonaceous Shale,OK
KW025,70,71,0.163,Carbonaceous Shale,OK
KW025,71,72,0.046,Carbonaceous Shale,OK
KW025,72,73,0.077,Carbonaceous Shale,OK
KW025,73,74,0.134,Carbonaceous Shale,OK
KW025,74,75,0.181,Carbonaceous Shale,OK
KW025,75,76,0.145,Carbonaceous Shale,OK
KW025,76,77,0.312,Carbonaceous Shale,OK
KW025,77,78,0.047,Carbonaceous Shale,OK
KW025,78,79,0.163,Carbonaceous Shale,OK
KW025,79,80,0.05,Carbonaceous Shale,OK
KW025,80,81,0.237,Carbonaceous Shale,OK
KW025,81,82,0.142,Carbonaceous Shale,OK
KW025,82,83,0.193,Carbonaceous Shale,OK
KW025,83,84,0.089,Carbonaceous Shale,OK
KW025,84,85,0.323,Carbonaceous Shale,OK
KW025,85,86,0.28,Carbonaceous Shale,OK
KW025,86,87,0.213,Carbonaceous Shale,OK
KW025,87,88,0.139,Carbonaceous Shale,OK
KW025,88,89,0.212,Carbonaceous Shale,OK
KW025,89,90,0.098,Carbonaceous Shale,OK
KW025,90,91,0.251,Carbonaceous Shale,OK
KW025,91,92,0.404,Carbonaceous Shale,OK
KW025,92,93,0.285,Carbonaceous Shale,OK
KW025,93,94,0.097,Carbonaceous Shale,OK
KW025,94,95,0.186,Carbonaceous Shale,OK
KW025,95,96,0.223,Mafic Volcanic,OK
KW025,96,97,0.016,Mafic Volcanic,OK
KW025,97,98,0.078,Mafic Volcanic,OK
KW025,98,99,0.02,Mafic Volcanic,OK
KW025,99,100,0.029,Mafic Volcanic,OK
KW025,100,101,0.063,Mafic Volcanic,OK
KW025,101,102,0.043,Mafic Volcanic,OK
KW026,0,1,0.014,Saprolite,OK
KW026,1,2,0.015,Saprolite,OK
KW026,2,3,0.043,Saprolite,OK
KW026,3,4,0.113,Saprolite,OK
KW026,4,5,0.183,Saprolite,OK
KW026,5,6,0.007,Saprolite,OK
KW026,6,7,0.04,Saprolite,OK
KW026,7,8,0.008,Saprolite,OK
KW026,8,9,0.001,Saprolite,OK
KW026,9,10,0.087,Saprolite,OK
KW026,10,11,0.074,Saprolite,OK
KW026,11,12,0.014,Saprolite,OK
KW026,12,13,0.021,Saprolite,OK
KW026,13,14,0.002,Saprolite,OK
KW026,14,15,0.144,Saprolite,OK
KW026,15,16,0.201,Graphitic Phyllite,OK
KW026,16,17,0.121,Graphitic Phyllite,OK
KW026,17,18,0.726,Graphitic Phyllite,OK
KW026,18,19,1.343,Graphitic Phyllite,OK
KW026,19,20,0.543,Quartz-Carbonate Vein,OK
KW026,20,21,2.013,Graphitic Phyllite,HIGH_OUTLIER
KW026,21,22,0.842,Graphitic Phyllite,OK
KW026,22,23,0.117,Graphitic Phyllite,OK
KW026,23,24,0.142,Graphitic Phyllite,OK
KW026,24,25,0.147,Graphitic Phyllite,OK
KW026,25,26,0.053,Graphitic Phyllite,OK
KW026,26,27,0.368,Graphitic Phyllite,OK
KW026,27,28,0.154,Graphitic Phyllite,OK
KW026,28,29,0.196,Graphitic Phyllite,OK
KW026,29,30,0.265,Graphitic Phyllite,OK
KW026,30,31,0.081,Graphitic Phyllite,OK
KW026,31,32,0.199,Graphitic Phyllite,OK
KW026,32,33,0.128,Graphitic Phyllite,OK
KW026,33,34,0.249,Graphitic Phyllite,OK
KW026,34,35,0.042,Graphitic Phyllite,OK
KW026,35,36,0.141,Graphitic Phyllite,OK
KW026,36,37,0.104,Graphitic Phyllite,OK
KW026,37,38,0.194,Graphitic Phyllite,OK
KW026,38,39,0.199,Graphitic Phyllite,OK
KW026,39,40,0.098,Graphitic Phyllite,OK
KW026,40,41,0.098,Graphitic Phyllite,OK
KW026,41,42,0.14,Graphitic Phyllite,OK
KW026,42,43,0.088,Graphitic Phyllite,OK
KW026,43,44,0.249,Graphitic Phyllite,OK
KW026,44,45,0.12,Graphitic Phyllite,OK
KW026,45,46,0.026,Graphitic Phyllite,OK
KW026,46,47,0.12,Graphitic Phyllite,OK
KW026,47,48,0.08,Graphitic Phyllite,OK
KW026,48,49,0.056,Graphitic Phyllite,OK
KW026,49,50,0.071,Graphitic Phyllite,OK
KW026,50,51,0.16,Graphitic Phyllite,OK
KW026,51,52,0.333,Graphitic Phyllite,OK
KW026,52,53,0.181,Graphitic Phyllite,OK
KW026,53,54,0.114,Greywacke,OK
KW026,54,55,0.013,Greywacke,OK
KW026,55,56,0.013,Greywacke,OK
KW026,56,57,0.025,Greywacke,OK
KW026,57,58,0.036,Greywacke,OK
KW026,58,59,0.042,Greywacke,OK
KW026,59,60,0.091,Greywacke,OK
KW026,60,61,0.005,Greywacke,OK
KW026,61,62,0.003,Greywacke,OK
KW026,62,63,0.04,Greywacke,OK
KW026,63,64,0.096,Greywacke,OK
KW026,64,65,0.017,Greywacke,OK
KW026,65,66,0.082,Greywacke,OK
KW026,66,67,0.024,Greywacke,OK
KW026,67,68,0.174,Greywacke,OK
KW026,68,69,0.181,Greywacke,OK
KW026,69,70,0.028,Greywacke,OK
KW026,70,71,0.021,Greywacke,OK
KW026,71,72,0.287,Greywacke,OK
KW026,72,73,0.563,Greywacke,OK
KW026,73,74,5.455,Quartz-Carbonate Vein,HIGH_OUTLIER
KW026,74,75,1.148,Greywacke,OK
KW026,75,76,1.587,Greywacke,OK
KW026,76,77,0.04,Greywacke,OK
KW026,77,78,0.014,Greywacke,OK
KW026,78,79,0.107,Greywacke,OK
KW026,79,80,0.036,Greywacke,OK
KW026,80,81,0.089,Greywacke,OK
KW026,81,82,0.025,Greywacke,OK
KW026,82,83,0.007,Mafic Volcanic,OK
KW026,83,84,0.392,Mafic Volcanic,OK
KW026,84,85,0.014,Mafic Volcanic,OK
KW026,85,86,0.357,Mafic Volcanic,OK
KW026,86,87,0.303,Mafic Volcanic,OK
KW026,87,88,1.153,Mafic Volcanic,OK
KW026,88,89,1.222,Mafic Volcanic,OK
KW026,89,90,6.102,Quartz-Carbonate Vein,HIGH_OUTLIER
KW026,90,91,1.672,Mafic Volcanic,OK
KW026,91,92,0.936,Mafic Volcanic,OK
KW026,92,93,0.027,Mafic Volcanic,OK
KW026,93,94,0.05,Mafic Volcanic,OK
KW026,94,95,0.077,Mafic Volcanic,OK
KW026,95,96,0.042,Mafic Volcanic,OK
KW026,96,97,0.045,Mafic Volcanic,OK
KW026,97,98,0.032,Mafic Volcanic,OK
KW026,98,99,0.066,Mafic Volcanic,OK
KW026,99,100,0.152,Mafic Volcanic,OK
KW026,100,101,0.018,Mafic Volcanic,OK
KW026,101,102,0.218,Greywacke,OK
KW026,102,103,0.093,Greywacke,OK
KW026,103,104,0.139,Greywacke,OK
KW027,0,1,0.065,Saprolite,OK
KW027,1,2,0.121,Saprolite,OK
KW027,2,3,0.001,Saprolite,OK
KW027,3,4,0.136,Saprolite,OK
KW027,4,5,0.003,Saprolite,OK
KW027,5,6,0.177,Saprolite,OK
KW027,6,7,0.386,Saprolite,OK
KW027,7,8,0.028,Saprolite,OK
KW027,8,9,0.019,Saprolite,OK
KW027,9,10,0.116,Saprolite,OK
KW027,10,11,0.023,Saprolite,OK
KW027,11,12,0.161,Saprolite,OK
KW027,12,13,0.009,Saprolite,OK
KW027,13,14,0.011,Saprolite,OK
KW027,14,15,0.31,Saprolite,OK
KW027,15,16,0.09,Saprolite,OK
KW027,16,17,0.15,Phyllite,OK
KW027,17,18,0.031,Phyllite,OK
KW027,18,19,0.09,Phyllite,OK
KW027,19,20,0.072,Phyllite,OK
KW027,20,21,0.074,Phyllite,OK
KW027,21,22,0.092,Greywacke,OK
KW027,22,23,0.069,Greywacke,OK
KW027,23,24,0.045,Greywacke,OK
KW027,24,25,0.026,Greywacke,OK
KW027,25,26,0.117,Greywacke,OK
KW027,26,27,0.021,Greywacke,OK
KW027,27,28,0.094,Greywacke,OK
KW027,28,29,0.021,Greywacke,OK
KW027,29,30,0.079,Greywacke,OK
KW027,30,31,0.11,Greywacke,OK
KW027,31,32,0.02,Greywacke,OK
KW027,32,33,0.005,Greywacke,OK
KW027,33,34,0.011,Greywacke,OK
KW027,34,35,0.075,Greywacke,OK
KW027,35,36,0.151,Greywacke,OK
KW027,36,37,0.004,Greywacke,OK
KW027,37,38,0.106,Greywacke,OK
KW027,38,39,0.033,Greywacke,OK
KW027,39,40,0.052,Greywacke,OK
KW027,40,41,0.211,Greywacke,OK
KW027,41,42,0.032,Greywacke,OK
KW027,42,43,0.05,Greywacke,OK
KW027,43,44,0.001,Greywacke,OK
KW027,44,45,0.007,Greywacke,OK
KW027,45,46,0.024,Greywacke,OK
KW027,46,47,0.002,Greywacke,OK
KW027,47,48,0.08,Greywacke,OK
KW027,48,49,0.044,Greywacke,OK
KW027,49,50,0.064,Greywacke,OK
KW027,50,51,0.015,Greywacke,OK
KW027,51,52,0.028,Greywacke,OK
KW027,52,53,0.087,Greywacke,OK
KW027,53,54,0.269,Greywacke,OK
KW027,54,55,0.004,Greywacke,OK
KW027,55,56,0.177,Greywacke,OK
KW027,56,57,0.069,Greywacke,OK
KW027,57,58,0.066,Greywacke,OK
KW027,58,59,0.055,Greywacke,OK
KW027,59,60,0.006,Greywacke,OK
KW027,60,61,0.008,Greywacke,OK
KW027,61,62,0.073,Greywacke,OK
KW027,62,63,0.033,Greywacke,OK
KW027,63,64,0.709,Greywacke,OK
KW027,64,65,1.373,Greywacke,OK
KW027,65,66,3.558,Quartz-Carbonate Vein,HIGH_OUTLIER
KW027,66,67,0.479,Greywacke,OK
KW027,67,68,0.939,Greywacke,OK
KW027,68,69,0.096,Greywacke,OK
KW027,69,70,0.184,Greywacke,OK
KW027,70,71,0.126,Greywacke,OK
KW027,71,72,0.09,Greywacke,OK
KW027,72,73,0.091,Greywacke,OK
KW027,73,74,0.233,Greywacke,OK
KW027,74,75,0.028,Greywacke,OK
KW027,75,76,0.0,Greywacke,OK
KW027,76,77,0.025,Greywacke,OK
KW027,77,78,0.02,Greywacke,OK
KW027,78,79,0.087,Greywacke,OK
KW027,79,80,0.08,Greywacke,OK
KW027,80,81,0.072,Greywacke,OK
KW027,81,82,0.001,Greywacke,OK
KW027,82,83,0.218,Greywacke,OK
KW027,83,84,0.425,Greywacke,OK
KW027,84,85,6.388,Quartz-Carbonate Vein,HIGH_OUTLIER
KW027,85,86,1.275,Greywacke,OK
KW027,86,87,3.113,Greywacke,HIGH_OUTLIER
KW027,87,88,0.089,Graphitic Phyllite,OK
KW027,88,89,0.12,Graphitic Phyllite,OK
KW027,89,90,0.172,Graphitic Phyllite,OK
KW027,90,91,0.221,Graphitic Phyllite,OK
KW027,91,92,0.132,Graphitic Phyllite,OK
KW027,92,93,0.089,Graphitic Phyllite,OK
KW027,93,94,0.255,Graphitic Phyllite,OK
KW027,94,95,0.231,Graphitic Phyllite,OK
KW027,95,96,0.421,Graphitic Phyllite,OK
KW027,96,97,2.066,Graphitic Phyllite,HIGH_OUTLIER
KW027,97,98,6.375,Quartz-Carbonate Vein,HIGH_OUTLIER
KW027,98,99,0.879,Phyllite,OK
KW027,99,100,0.846,Phyllite,OK
KW027,100,101,0.058,Phyllite,OK
KW027,101,102,0.007,Phyllite,OK
KW027,102,103,0.064,Phyllite,OK
KW027,103,104,0.038,Phyllite,OK
KW027,104,105,0.075,Phyllite,OK
KW027,105,106,0.039,Phyllite,OK
KW027,106,107,0.022,Phyllite,OK
KW027,107,108,0.008,Phyllite,OK
KW027,108,109,0.03,Phyllite,OK
KW027,109,110,0.008,Phyllite,OK
KW027,110,111,0.016,Phyllite,OK
KW027,111,112,0.35,Phyllite,OK
KW027,112,113,0.047,Phyllite,OK
KW027,113,114,0.061,Phyllite,OK
KW027,114,115,0.165,Phyllite,OK
KW027,115,116,0.434,Phyllite,OK
KW028,0,1,0.07,Saprolite,OK
KW028,1,2,0.134,Saprolite,OK
KW028,2,3,0.032,Saprolite,OK
KW028,3,4,0.029,Saprolite,OK
KW028,4,5,0.041,Saprolite,OK
KW028,5,6,0.089,Saprolite,OK
KW028,6,7,0.092,Saprolite,OK
KW028,7,8,0.03,Saprolite,OK
KW028,8,9,0.011,Saprolite,OK
KW028,9,10,0.08,Saprolite,OK
KW028,10,11,0.011,Saprolite,OK
KW028,11,12,0.069,Saprolite,OK
KW028,12,13,0.095,Saprolite,OK
KW028,13,14,0.096,Saprolite,OK
KW028,14,15,0.112,Saprolite,OK
KW028,15,16,0.165,Saprolite,OK
KW028,16,17,0.055,Saprolite,OK
KW028,17,18,0.105,Saprolite,OK
KW028,18,19,0.077,Saprolite,OK
KW028,19,20,0.017,Saprolite,OK
KW028,20,21,0.209,Graphitic Phyllite,OK
KW028,21,22,0.524,Graphitic Phyllite,OK
KW028,22,23,0.082,Graphitic Phyllite,OK
KW028,23,24,0.121,Graphitic Phyllite,OK
KW028,24,25,0.193,Graphitic Phyllite,OK
KW028,25,26,0.145,Graphitic Phyllite,OK
KW028,26,27,0.083,Graphitic Phyllite,OK
KW028,27,28,0.294,Graphitic Phyllite,OK
KW028,28,29,0.603,Graphitic Phyllite,OK
KW028,29,30,0.169,Graphitic Phyllite,OK
KW028,30,31,0.087,Graphitic Phyllite,OK
KW028,31,32,0.059,Graphitic Phyllite,OK
KW028,32,33,0.175,Graphitic Phyllite,OK
KW028,33,34,0.291,Graphitic Phyllite,OK
KW028,34,35,0.199,Graphitic Phyllite,OK
KW028,35,36,0.799,Graphitic Phyllite,OK
KW028,36,37,0.53,Graphitic Phyllite,OK
KW028,37,38,1.043,Quartz-Carbonate Vein,OK
KW028,38,39,1.435,Graphitic Phyllite,OK
KW028,39,40,1.517,Graphitic Phyllite,OK
KW028,40,41,0.059,Graphitic Phyllite,OK
KW028,41,42,0.389,Graphitic Phyllite,OK
KW028,42,43,0.212,Graphitic Phyllite,OK
KW028,43,44,0.347,Graphitic Phyllite,OK
KW028,44,45,0.067,Graphitic Phyllite,OK
KW028,45,46,0.066,Graphitic Phyllite,OK
KW028,46,47,0.137,Graphitic Phyllite,OK
KW028,47,48,0.097,Greywacke,OK
KW028,48,49,0.065,Greywacke,OK
KW028,49,50,0.036,Greywacke,OK
KW028,50,51,0.194,Greywacke,OK
KW028,51,52,0.002,Greywacke,OK
KW028,52,53,0.12,Carbonaceous Shale,OK
KW028,53,54,0.137,Carbonaceous Shale,OK
KW028,54,55,1.368,Carbonaceous Shale,OK
KW028,55,56,1.623,Carbonaceous Shale,OK
KW028,56,57,6.654,Quartz-Carbonate Vein,HIGH_OUTLIER
KW028,57,58,0.352,Carbonaceous Shale,OK
KW028,58,59,2.171,Carbonaceous Shale,HIGH_OUTLIER
KW028,59,60,0.106,Carbonaceous Shale,OK
KW028,60,61,0.039,Carbonaceous Shale,OK
KW028,61,62,0.074,Carbonaceous Shale,OK
KW028,62,63,0.932,Carbonaceous Shale,OK
KW028,63,64,0.403,Carbonaceous Shale,OK
KW028,64,65,2.33,Quartz-Carbonate Vein,HIGH_OUTLIER
KW028,65,66,1.014,Carbonaceous Shale,OK
KW028,66,67,0.705,Carbonaceous Shale,OK
KW028,67,68,0.111,Carbonaceous Shale,OK
KW028,68,69,0.071,Carbonaceous Shale,OK
KW028,69,70,0.152,Carbonaceous Shale,OK
KW028,70,71,0.043,Carbonaceous Shale,OK
KW028,71,72,0.099,Carbonaceous Shale,OK
KW028,72,73,0.086,Carbonaceous Shale,OK
KW028,73,74,0.172,Phyllite,OK
KW028,74,75,0.043,Phyllite,OK
KW028,75,76,0.039,Phyllite,OK
KW028,76,77,0.086,Phyllite,OK
KW028,77,78,0.047,Phyllite,OK
KW028,78,79,0.084,Phyllite,OK
KW028,79,80,0.005,Phyllite,OK
KW028,80,81,0.134,Phyllite,OK
KW028,81,82,0.226,Phyllite,OK
KW028,82,83,0.084,Phyllite,OK
KW028,83,84,0.13,Graphitic Phyllite,OK
KW028,84,85,0.65,Graphitic Phyllite,OK
KW028,85,86,0.108,Graphitic Phyllite,OK
KW028,86,87,0.051,Graphitic Phyllite,OK
KW028,87,88,0.367,Graphitic Phyllite,OK
KW028,88,89,0.091,Graphitic Phyllite,OK
KW028,89,90,0.121,Graphitic Phyllite,OK
KW028,90,91,0.077,Graphitic Phyllite,OK
KW028,91,92,0.121,Graphitic Phyllite,OK
KW028,92,93,0.444,Graphitic Phyllite,OK
KW028,93,94,1.284,Graphitic Phyllite,OK
KW028,94,95,2.667,Quartz-Carbonate Vein,HIGH_OUTLIER
KW028,95,96,0.497,Graphitic Phyllite,OK
KW028,96,97,1.606,Graphitic Phyllite,OK
KW028,97,98,0.175,Graphitic Phyllite,OK
KW028,98,99,0.05,Graphitic Phyllite,OK
KW028,99,100,0.26,Graphitic Phyllite,OK
KW028,100,101,0.168,Graphitic Phyllite,OK
KW028,101,102,0.346,Graphitic Phyllite,OK
KW028,102,103,0.162,Graphitic Phyllite,OK
KW028,103,104,0.093,Graphitic Phyllite,OK
KW028,104,105,0.133,Graphitic Phyllite,OK
KW028,105,106,0.243,Graphitic Phyllite,OK
KW028,106,107,0.094,Graphitic Phyllite,OK
KW028,107,108,0.115,Graphitic Phyllite,OK
KW028,108,109,0.131,Graphitic Phyllite,OK
KW028,109,110,0.072,Phyllite,OK
KW028,110,111,0.007,Phyllite,OK
KW028,111,112,0.224,Phyllite,OK
KW028,112,113,0.113,Phyllite,OK
KW028,113,114,0.071,Phyllite,OK
KW028,114,115,0.141,Phyllite,OK
KW028,115,116,0.007,Phyllite,OK
KW028,116,117,0.052,Phyllite,OK
KW028,117,118,0.08,Phyllite,OK
KW028,118,119,0.141,Phyllite,OK
KW028,119,120,0.122,Phyllite,OK
KW028,120,121,0.026,Phyllite,OK
KW028,121,122,0.226,Phyllite,OK
KW028,122,123,0.011,Phyllite,OK
KW028,123,124,0.166,Phyllite,OK
KW028,124,125,0.283,Phyllite,OK
KW028,125,126,0.075,Graphitic Phyllite,OK
KW028,126,127,0.21,Graphitic Phyllite,OK
KW028,127,128,0.092,Graphitic Phyllite,OK
KW028,128,129,0.141,Graphitic Phyllite,OK
KW028,129,130,0.112,Graphitic Phyllite,OK
KW028,130,131,0.728,Graphitic Phyllite,OK
KW028,131,132,0.206,Graphitic Phyllite,OK
KW028,132,133,0.168,Graphitic Phyllite,OK
KW028,133,134,0.199,Graphitic Phyllite,OK
KW028,134,135,0.343,Graphitic Phyllite,OK
KW028,135,136,0.143,Graphitic Phyllite,OK
KW028,136,137,0.105,Graphitic Phyllite,OK
KW028,137,138,0.249,Graphitic Phyllite,OK
KW028,138,139,0.135,Graphitic Phyllite,OK
KW028,139,140,0.079,Graphitic Phyllite,OK
KW028,140,141,0.07,Graphitic Phyllite,OK
KW028,141,142,0.375,Graphitic Phyllite,OK
KW028,142,143,0.162,Graphitic Phyllite,OK
KW028,143,144,0.105,Graphitic Phyllite,OK
KW028,144,145,0.13,Graphitic Phyllite,OK
KW028,145,146,0.243,Graphitic Phyllite,OK
KW028,146,147,0.126,Graphitic Phyllite,OK
KW028,147,148,0.063,Graphitic Phyllite,OK
KW028,148,149,0.182,Graphitic Phyllite,OK
KW028,149,150,0.31,Graphitic Phyllite,OK
KW028,150,151,0.298,Graphitic Phyllite,OK
KW028,151,152,0.107,Graphitic Phyllite,OK
KW028,152,153,0.065,Phyllite,OK
KW028,153,154,0.14,Phyllite,OK
KW028,154,155,0.08,Phyllite,OK
KW029,0,1,0.123,Saprolite,OK
KW029,1,2,0.073,Saprolite,OK
KW029,2,3,0.043,Saprolite,OK
KW029,3,4,0.254,Saprolite,OK
KW029,4,5,0.062,Saprolite,OK
KW029,5,6,0.074,Saprolite,OK
KW029,6,7,0.02,Saprolite,OK
KW029,7,8,0.079,Saprolite,OK
KW029,8,9,0.068,Saprolite,OK
KW029,9,10,0.016,Saprolite,OK
KW029,10,11,0.005,Saprolite,OK
KW029,11,12,0.074,Saprolite,OK
KW029,12,13,0.115,Saprolite,OK
KW029,13,14,0.059,Saprolite,OK
KW029,14,15,0.021,Saprolite,OK
KW029,15,16,0.088,Saprolite,OK
KW029,16,17,0.007,Saprolite,OK
KW029,17,18,0.047,Saprolite,OK
KW029,18,19,0.014,Saprolite,OK
KW029,19,20,0.016,Saprolite,OK
KW029,20,21,0.018,Saprolite,OK
KW029,21,22,0.039,Saprolite,OK
KW029,22,23,0.004,Greywacke,OK
KW029,23,24,0.041,Greywacke,OK
KW029,24,25,0.057,Greywacke,OK
KW029,25,26,0.053,Greywacke,OK
KW029,26,27,0.039,Greywacke,OK
KW029,27,28,0.146,Greywacke,OK
KW029,28,29,0.013,Greywacke,OK
KW029,29,30,0.056,Greywacke,OK
KW029,30,31,0.005,Greywacke,OK
KW029,31,32,0.006,Greywacke,OK
KW029,32,33,0.068,Phyllite,OK
KW029,33,34,0.067,Phyllite,OK
KW029,34,35,0.168,Phyllite,OK
KW029,35,36,0.065,Phyllite,OK
KW029,36,37,0.257,Phyllite,OK
KW029,37,38,0.004,Phyllite,OK
KW029,38,39,0.008,Phyllite,OK
KW029,39,40,0.004,Phyllite,OK
KW029,40,41,0.016,Phyllite,OK
KW029,41,42,0.062,Phyllite,OK
KW029,42,43,0.083,Phyllite,OK
